feature,std,iqr,std_rank,iqr_rank,pca_loading,pca_rank,total_rank,fold
Low,1.0,1.6917103488822804,18.0,8.0,0.1843904263237354,9.0,11.666666666666666,train_scaled_fold_205.csv
Adj Close,1.0,1.657182278458825,18.0,12.0,0.18492464475138456,6.0,12.0,train_scaled_fold_205.csv
TEMA_26,1.0,1.5557972660611536,13.0,13.0,0.18283426180651804,3.0,9.666666666666666,train_scaled_fold_563.csv
SMA_5,1.0,1.5550320833776419,13.0,14.0,0.18280622108986722,4.0,10.333333333333334,train_scaled_fold_563.csv
Close,1.0,1.5225722118391607,13.0,18.0,0.18261856518539957,9.0,13.333333333333334,train_scaled_fold_563.csv
BB_Mid_20,1.0,1.615454103210745,13.0,9.0,0.18196672598290173,20.0,14.0,train_scaled_fold_563.csv
Low,1.0000000000000002,1.4736833045913917,1.5,25.0,0.1824159982249895,16.0,14.166666666666666,train_scaled_fold_563.csv
SMA_5,1.0,1.385270535610362,13.5,22.0,0.1830715796165606,1.0,12.166666666666666,train_scaled_fold_577.csv
High,1.0,1.3861831362655486,13.5,21.0,0.18244008154582958,8.0,14.166666666666666,train_scaled_fold_577.csv
Low,1.0,1.3807253516734286,13.5,24.0,0.18262832192310177,5.0,14.166666666666666,train_scaled_fold_577.csv
OBV_lag_3,1.0,1.636951969607419,13.5,5.0,0.1802303509343276,24.0,14.166666666666666,train_scaled_fold_577.csv
OBV_lag_1,1.0,1.6364011616688732,13.5,6.0,0.18036491322923034,23.0,14.166666666666666,train_scaled_fold_577.csv
RSI_7,0.8229215150150287,1.345158998121903,1.0,1.0,0.0363914625500794,40.0,14.0,val_scaled_fold_191.csv
RSI_7_lag_1,0.8112205241662435,1.3294407471418017,2.0,2.0,0.055497105537136056,39.0,14.333333333333334,val_scaled_fold_191.csv
RSI_7_lag_3,0.7889700014017111,1.2721380881792337,3.0,3.0,0.08133057745551703,37.0,14.333333333333334,val_scaled_fold_191.csv
RSI_7_lag_5,0.7479006442776513,0.9930301615235962,4.0,7.0,0.09658846890329438,33.0,14.666666666666666,val_scaled_fold_191.csv
RSI_14_lag_1,0.6194581976412797,1.0960877089045267,6.0,5.0,0.09031408336683558,34.0,15.0,val_scaled_fold_191.csv
TEMA_26,1.0000000000000002,1.9403074757490502,1.0,13.0,0.18502722658633858,4.0,6.0,train_scaled_fold_211.csv
SMA_5,1.0,1.9620969390317855,13.5,11.0,0.18536691862625218,2.0,8.833333333333334,train_scaled_fold_211.csv
Close_lag_1,1.0,1.9868786849280422,13.5,7.0,0.184875589454953,6.0,8.833333333333334,train_scaled_fold_211.csv
Adj Close,1.0,1.935864799935879,13.5,14.0,0.18503999507865337,3.0,10.166666666666666,train_scaled_fold_211.csv
BB_Upper_10_1.5Std,1.0,2.0201792462552386,13.5,4.0,0.18000303326280065,18.0,11.833333333333334,train_scaled_fold_211.csv
BB_Mid_10,1.0,1.9784890490868239,16.0,7.0,0.18593323688859448,4.0,9.0,train_scaled_fold_239.csv
SMA_5,1.0,1.9428089604922891,16.0,11.0,0.18660518614419352,1.0,9.333333333333334,train_scaled_fold_239.csv
TEMA_26,1.0,1.932601007789683,16.0,12.0,0.1864887398605809,2.0,10.0,train_scaled_fold_239.csv
Close_lag_1,1.0,1.930805443910632,16.0,13.0,0.18581830112830863,5.0,11.333333333333334,train_scaled_fold_239.csv
Adj Close,1.0,1.9135507632502904,16.0,16.0,0.1856329659848991,6.0,12.666666666666666,train_scaled_fold_239.csv
RSI_7_lag_5,0.8571524950840292,1.3432041321418546,5.0,3.0,0.15017908523809922,23.0,10.333333333333334,val_scaled_fold_88.csv
RSI_7_lag_1,0.8712330019169702,1.4740256581621538,3.0,1.0,0.12982361766999287,29.0,11.0,val_scaled_fold_88.csv
OBV,0.48959336431375433,0.5618175812803383,14.0,17.0,0.18778868048114306,3.0,11.333333333333334,val_scaled_fold_88.csv
RSI_14,0.7889410896259501,1.2445258004445843,7.0,8.0,0.16778654574482613,20.0,11.666666666666666,val_scaled_fold_88.csv
RSI_7,0.8762283669565014,1.4680525086937504,2.0,2.0,0.12766102832407095,31.0,11.666666666666666,val_scaled_fold_88.csv
RSI_7_lag_5,0.9587242464052027,1.7900290032079895,1.0,1.0,0.17756592326335538,16.0,6.0,val_scaled_fold_146.csv
RSI_7_lag_3,0.9439254873680107,1.7350620330013864,2.0,2.0,0.17173684973608255,20.0,8.0,val_scaled_fold_146.csv
RSI_14_lag_3,0.6724617214442653,1.2822589574592123,5.0,6.0,0.18342775666038605,15.0,8.666666666666666,val_scaled_fold_146.csv
RSI_14_lag_5,0.6718208267020441,1.2892047233747488,6.0,5.0,0.17402483985088493,18.0,9.666666666666666,val_scaled_fold_146.csv
RSI_7_lag_1,0.9057641634647386,1.6950871777767118,4.0,3.0,0.14602159687739383,26.0,11.0,val_scaled_fold_146.csv
OBV,0.6083210215912158,1.0007678154242545,15.0,14.0,0.186220380690178,4.0,11.0,val_scaled_fold_620.csv
BB_Lower_20_1.5Std,0.7402460727150875,1.3103450449516707,7.0,2.0,0.1773559774542448,25.0,11.333333333333334,val_scaled_fold_620.csv
OBV_lag_1,0.6085746447298166,1.0420138530546699,14.0,12.0,0.1842879699335887,8.0,11.333333333333334,val_scaled_fold_620.csv
BB_Lower_20_2Std,0.8028943780569251,1.3651984430910682,6.0,1.0,0.17429920674399274,28.0,11.666666666666666,val_scaled_fold_620.csv
BB_Lower_10_2Std,0.6728055809651581,1.2294566755551126,8.0,3.0,0.17345345931018508,30.0,13.666666666666666,val_scaled_fold_620.csv
RSI_7_lag_5,1.2152709303858251,2.1677164965986613,1.0,1.0,0.17764977494441495,18.0,6.666666666666667,val_scaled_fold_63.csv
RSI_7_lag_3,1.1226042964282956,2.0169431043772055,2.0,3.0,0.16990667756557096,21.0,8.666666666666666,val_scaled_fold_63.csv
RSI_14_lag_5,1.0516641999635934,2.111300997559016,3.0,2.0,0.16902990034668963,22.0,9.0,val_scaled_fold_63.csv
RSI_14_lag_3,0.9705027027342034,1.7694116164045657,6.0,6.0,0.17880360240303586,17.0,9.666666666666666,val_scaled_fold_63.csv
RSI_14_lag_1,0.8957113525506768,1.5284554358240678,7.0,7.0,0.1813028268046892,15.0,9.666666666666666,val_scaled_fold_63.csv
RSI_7_lag_3,0.8232576834389156,1.2719267167159571,2.0,2.0,0.11181095825954389,26.0,10.0,val_scaled_fold_634.csv
RSI_7_lag_1,0.8072716723427991,1.0194094198235566,3.0,4.0,0.1357876913652518,24.0,10.333333333333334,val_scaled_fold_634.csv
RSI_14,0.6504843443949826,1.0368241661750102,9.0,3.0,0.16073472070533237,19.0,10.333333333333334,val_scaled_fold_634.csv
RSI_14_lag_1,0.646316570877844,0.9869989454680324,11.0,5.0,0.1678742902562371,17.0,11.0,val_scaled_fold_634.csv
RSI_7,0.8006457553183043,0.9475628612725226,4.0,7.0,0.12574276107034738,25.0,12.0,val_scaled_fold_634.csv
TEMA_26,0.39962852871999227,0.7218309759054469,14.0,12.0,0.18148268763545122,4.0,10.0,val_scaled_fold_77.csv
RSI_14_lag_5,0.7321666094146717,1.0879701076098829,7.0,3.0,0.1283849458562168,31.0,13.666666666666666,val_scaled_fold_77.csv
RSI_7_lag_5,0.8333458740806896,1.3170914006763386,5.0,1.0,0.07052721104207212,35.0,13.666666666666666,val_scaled_fold_77.csv
RSI_7_lag_3,0.7532769980888874,1.1274131012930941,6.0,2.0,0.048464851435040875,36.0,14.666666666666666,val_scaled_fold_77.csv
Log_Returns_lag_5,1.124885883569007,0.9921757992454089,1.0,6.0,0.01265682815956616,41.0,16.0,val_scaled_fold_77.csv
BB_Lower_20_1.5Std,1.983412247222183,3.2292443508224826,2.0,2.0,0.13170277355160206,27.0,10.333333333333334,val_scaled_fold_152.csv
BB_Lower_20_2Std,2.2897017441145158,3.869726758662221,1.0,1.0,0.1259153171596963,30.0,10.666666666666666,val_scaled_fold_152.csv
BB_Lower_10_2Std,1.3577253858523135,0.4092804414035931,3.0,22.0,0.20053644583509816,7.0,10.666666666666666,val_scaled_fold_152.csv
TEMA_26,0.6141496023786138,0.801586240393366,19.0,12.0,0.22105571175522534,1.0,10.666666666666666,val_scaled_fold_152.csv
BB_Mid_20,1.023207665131865,1.2611031389773624,9.0,11.0,0.16332405627583435,20.0,13.333333333333334,val_scaled_fold_152.csv
RSI_7_lag_1,0.9054051512284074,1.419793864215275,1.0,1.0,0.19107042261292204,18.0,6.666666666666667,val_scaled_fold_608.csv
RSI_7_lag_3,0.8963026480557253,1.3507080965739053,2.0,3.0,0.18179829031076689,19.0,8.0,val_scaled_fold_608.csv
RSI_14_lag_1,0.6966746255945092,0.8031740132809418,10.0,11.0,0.2055241080183119,4.0,8.333333333333334,val_scaled_fold_608.csv
RSI_7,0.8876113918643554,1.4035336685027948,3.0,2.0,0.17104939127238186,22.0,9.0,val_scaled_fold_608.csv
RSI_7_lag_5,0.8448761660527772,1.1955146184366046,4.0,4.0,0.1387476789531998,23.0,10.333333333333334,val_scaled_fold_608.csv
Close,1.0000000000000002,1.0566084324601457,2.0,20.0,0.18033118661044126,4.0,8.666666666666666,train_scaled_fold_588.csv
OBV,1.0000000000000002,1.6077931682469944,2.0,8.0,0.16202807833987598,25.0,11.666666666666666,train_scaled_fold_588.csv
BB_Lower_20_1.5Std,1.0000000000000002,1.2756543911337572,2.0,14.0,0.17674854458354552,19.0,11.666666666666666,train_scaled_fold_588.csv
Open,1.0,1.0440082755210605,13.0,23.0,0.179948750691922,8.0,14.666666666666666,train_scaled_fold_588.csv
OBV_lag_1,1.0,1.611003433589017,13.0,5.0,0.16125695890747233,26.0,14.666666666666666,train_scaled_fold_588.csv
TEMA_26,1.0,1.4331706016740402,11.5,10.0,0.19411675607643256,6.0,9.166666666666666,train_scaled_fold_371.csv
SMA_5,1.0,1.3025938964184638,11.5,16.0,0.19616554884194015,1.0,9.5,train_scaled_fold_371.csv
BB_Lower_20_1.5Std,1.0,2.046474381574572,11.5,2.0,0.1765216498409058,23.0,12.166666666666666,train_scaled_fold_371.csv
BB_Lower_10_1.5Std,1.0,1.490031636922201,11.5,9.0,0.18715307950378768,18.0,12.833333333333334,train_scaled_fold_371.csv
BB_Mid_20,1.0,1.526688338728517,11.5,8.0,0.18539788834274684,20.0,13.166666666666666,train_scaled_fold_371.csv
SMA_5,1.0,1.7908939869702782,12.5,2.0,0.18224932954351059,2.0,5.5,train_scaled_fold_36.csv
Adj Close,1.0,1.7208874682716737,12.5,5.0,0.18093601147380933,6.0,7.833333333333333,train_scaled_fold_36.csv
Close_lag_1,1.0,1.7162940710072734,12.5,9.0,0.18154907727103606,4.0,8.5,train_scaled_fold_36.csv
Open,1.0,1.7253827800387658,12.5,4.0,0.18072666135252596,10.0,8.833333333333334,train_scaled_fold_36.csv
Close,1.0,1.7159650111632199,12.5,10.0,0.18100629085444292,5.0,9.166666666666666,train_scaled_fold_36.csv
Close,1.0,1.2352892761724452,14.0,16.0,0.18648165016071444,8.0,12.666666666666666,train_scaled_fold_417.csv
SMA_5,1.0,1.2014640378501509,14.0,23.0,0.1873052187781958,2.0,13.0,train_scaled_fold_417.csv
BB_Lower_10_1.5Std,1.0,1.274805116665758,14.0,9.0,0.18311062469165135,18.0,13.666666666666666,train_scaled_fold_417.csv
TEMA_12,1.0,1.1763791435400286,14.0,26.0,0.18739407021342847,1.0,13.666666666666666,train_scaled_fold_417.csv
OBV_lag_1,1.0,2.0482969494778276,14.0,1.0,0.12436454809742357,28.0,14.333333333333334,train_scaled_fold_417.csv
BB_Mid_10,1.0,1.0580916254972865,12.0,24.0,0.18338607200787108,1.0,12.333333333333334,train_scaled_fold_22.csv
TEMA_26,1.0,1.0799153668395167,12.0,21.0,0.1819746747535128,8.0,13.666666666666666,train_scaled_fold_22.csv
BB_Mid_20,1.0,1.1988584257703878,12.0,15.0,0.18150929114827946,14.0,13.666666666666666,train_scaled_fold_22.csv
BB_Upper_10_1.5Std,1.0,1.006629090271205,12.0,31.0,0.18326961448286988,2.0,15.0,train_scaled_fold_22.csv
RSI_7,1.0,1.5947459232935732,12.0,4.0,0.060189186497742,32.0,16.0,train_scaled_fold_22.csv
TEMA_12,1.0,1.6402051023772306,15.5,6.0,0.17956367764940412,1.0,7.5,train_scaled_fold_403.csv
Low,1.0,1.6308396734730515,15.5,7.0,0.17882647307895627,7.0,9.833333333333334,train_scaled_fold_403.csv
Close,1.0,1.611909638925999,15.5,8.0,0.17887775231097272,6.0,9.833333333333334,train_scaled_fold_403.csv
SMA_5,1.0,1.560555441123591,15.5,17.0,0.17929852816708863,2.0,11.5,train_scaled_fold_403.csv
OBV,1.0,1.6712070232259482,15.5,1.0,0.17554801144413543,19.0,11.833333333333334,train_scaled_fold_403.csv
SMA_5,1.0000000000000002,1.8121913698650547,3.0,13.0,0.1828404219698291,1.0,5.666666666666667,train_scaled_fold_365.csv
BB_Mid_10,1.0,1.8265308734577443,16.5,10.0,0.18263262024177893,4.0,10.166666666666666,train_scaled_fold_365.csv
BB_Upper_20_2Std,1.0000000000000002,1.946346676716519,3.0,2.0,0.18096094602512589,28.0,11.0,train_scaled_fold_365.csv
Adj Close,1.0,1.822881326004056,16.5,11.0,0.18237318501028393,8.0,11.833333333333334,train_scaled_fold_365.csv
BB_Lower_20_1.5Std,1.0000000000000002,1.8924792116495577,3.0,4.0,0.179617677257172,29.0,12.0,train_scaled_fold_365.csv
SMA_5,1.0,1.4984235123156215,12.5,8.0,0.17735675086888886,2.0,7.5,train_scaled_fold_359.csv
Close,1.0,1.4974196247142957,12.5,9.0,0.17720748855021834,4.0,8.5,train_scaled_fold_359.csv
TEMA_12,1.0,1.489794849099106,12.5,12.0,0.17773449058481186,1.0,8.5,train_scaled_fold_359.csv
TEMA_26,1.0,1.6225106196793533,12.5,1.0,0.17674965057299952,14.0,9.166666666666666,train_scaled_fold_359.csv
BB_Mid_10,1.0,1.5162872070944502,12.5,5.0,0.1751181750105108,16.0,11.166666666666666,train_scaled_fold_359.csv
TEMA_26,1.0,1.75405906092,12.0,6.0,0.18338158154971,3.0,7.0,train_scaled_fold_615.csv
TEMA_12,1.0,1.58177955667848,12.0,13.0,0.1853155773987833,1.0,8.666666666666666,train_scaled_fold_615.csv
SMA_5,1.0,1.5958752771645832,12.0,12.0,0.1847121285284026,2.0,8.666666666666666,train_scaled_fold_615.csv
Close,1.0,1.5225394237586802,12.0,17.0,0.18265426176760627,4.0,11.0,train_scaled_fold_615.csv
BB_Lower_10_1.5Std,1.0,1.8084209386467822,12.0,5.0,0.17686129413726512,17.0,11.333333333333334,train_scaled_fold_615.csv
TEMA_12,0.2688829632110869,0.43027229067143224,16.0,15.0,0.18614896524586716,2.0,11.0,val_scaled_fold_595.csv
Open,0.2741258186602871,0.4386317850624338,14.0,13.0,0.18054992709422946,13.0,13.333333333333334,val_scaled_fold_595.csv
SMA_5,0.2438184913854704,0.4152444757352702,22.0,18.0,0.18706760208228732,1.0,13.666666666666666,val_scaled_fold_595.csv
High,0.27234235391231326,0.43577887753260713,15.0,14.0,0.1805499224321181,14.0,14.333333333333334,val_scaled_fold_595.csv
Log_Returns_lag_5,0.6713744836649019,1.0070253105442992,1.0,4.0,0.03690819870734541,39.0,14.666666666666666,val_scaled_fold_595.csv
SMA_5,1.0,1.716650411612184,12.5,6.0,0.18197639670472845,2.0,6.833333333333333,train_scaled_fold_173.csv
TEMA_12,1.0,1.7007646426954992,12.5,8.0,0.18217645252042786,1.0,7.166666666666667,train_scaled_fold_173.csv
TEMA_26,1.0000000000000002,1.5595267257655996,1.0,20.0,0.18197271532092846,3.0,8.0,train_scaled_fold_173.csv
Close_lag_1,1.0,1.714051242298341,12.5,7.0,0.18162786393096766,5.0,8.166666666666666,train_scaled_fold_173.csv
Adj Close,1.0,1.6415328017828696,12.5,12.0,0.18155908807278692,7.0,10.5,train_scaled_fold_173.csv
SMA_5,1.0,1.4893967202190312,13.0,11.0,0.18660964605431776,1.0,8.333333333333334,train_scaled_fold_167.csv
Close_lag_3,1.0,1.5077105220602531,13.0,6.0,0.18487462772467184,10.0,9.666666666666666,train_scaled_fold_167.csv
Close_lag_1,1.0,1.4946730040949814,13.0,10.0,0.18520922652511362,7.0,10.0,train_scaled_fold_167.csv
Low,1.0,1.4406184969289209,13.0,15.0,0.18555041251198487,3.0,10.333333333333334,train_scaled_fold_167.csv
BB_Lower_10_1.5Std,1.0,1.6100471061380253,13.0,2.0,0.18339595441674023,18.0,11.0,train_scaled_fold_167.csv
Close,1.0000000000000002,1.4967280860228525,1.5,17.0,0.18781854776182563,9.0,9.166666666666666,train_scaled_fold_601.csv
BB_Lower_10_1.5Std,1.0,1.6707578384882218,14.0,6.0,0.17953055540930288,17.0,12.333333333333334,train_scaled_fold_601.csv
Close_lag_1,1.0,1.4971682522959617,14.0,16.0,0.18799195777933927,8.0,12.666666666666666,train_scaled_fold_601.csv
RSI_14_lag_5,1.0000000000000002,1.5310938117088546,1.5,10.0,0.1374463500691503,27.0,12.833333333333334,train_scaled_fold_601.csv
SMA_5,1.0,1.465834503036203,14.0,23.0,0.19071792749285993,2.0,13.0,train_scaled_fold_601.csv
RSI_7_lag_1,0.7436989486862212,0.954265835913097,5.0,5.0,0.14613603407626338,22.0,10.666666666666666,val_scaled_fold_581.csv
RSI_7,0.7485650004199674,0.9250591814610438,4.0,6.0,0.1452211223941813,23.0,11.0,val_scaled_fold_581.csv
RSI_7_lag_3,0.7705034254029542,0.9740493591996889,2.0,2.0,0.10835746283763788,30.0,11.333333333333334,val_scaled_fold_581.csv
RSI_7_lag_5,0.8165225501517535,1.2951742812056368,1.0,1.0,0.06884313330451348,35.0,12.333333333333334,val_scaled_fold_581.csv
RSI_14,0.6964710743581534,0.860410643410498,12.0,8.0,0.17827819530854563,18.0,12.666666666666666,val_scaled_fold_581.csv
SMA_5,1.0,1.2901666343944127,15.0,22.0,0.18059399814594165,6.0,14.333333333333334,train_scaled_fold_629.csv
BB_Lower_10_1.5Std,1.0,1.2890550160254466,15.0,23.0,0.18078906831132438,5.0,14.333333333333334,train_scaled_fold_629.csv
Close_lag_1,1.0,1.3355892418821655,15.0,14.0,0.17891618034935083,16.0,15.0,train_scaled_fold_629.csv
BB_Upper_10_1.5Std,1.0,1.2400301092579462,15.0,27.0,0.18121339782125698,3.0,15.0,train_scaled_fold_629.csv
OBV_lag_3,1.0,1.5506000432631644,15.0,6.0,0.17525348329070214,27.0,16.0,train_scaled_fold_629.csv
TEMA_12,0.6313122312586629,1.1356677909176347,7.0,6.0,0.19134025302340402,1.0,4.666666666666667,val_scaled_fold_556.csv
Adj Close,0.62927068810629,1.0556906479524195,8.0,13.0,0.19066309687454866,3.0,8.0,val_scaled_fold_556.csv
Close_lag_1,0.6172744892364922,1.0640140908643954,10.0,11.0,0.19034905834932883,5.0,8.666666666666666,val_scaled_fold_556.csv
Close,0.6191066238352638,1.062404370501294,9.0,12.0,0.1900335493486519,6.0,9.0,val_scaled_fold_556.csv
SMA_5,0.5964117268208902,1.0671855602571956,17.0,10.0,0.19100069412982384,2.0,9.666666666666666,val_scaled_fold_556.csv
BB_Lower_20_1.5Std,0.5269020881189416,0.9225891948494733,12.0,4.0,0.18333644377142705,14.0,10.0,val_scaled_fold_230.csv
BB_Lower_20_2Std,0.5492718521420865,0.9523096871427144,11.0,2.0,0.18094885965397656,23.0,12.0,val_scaled_fold_230.csv
BB_Mid_20,0.45291711610093477,0.7687664574946318,20.0,11.0,0.1890556600373932,8.0,13.0,val_scaled_fold_230.csv
Log_Returns_lag_5,0.916149861809599,0.9163344265384703,1.0,5.0,0.02744257748414346,35.0,13.666666666666666,val_scaled_fold_230.csv
TEMA_26,0.4549204307125671,0.6574219050201033,18.0,23.0,0.19363181289496287,1.0,14.0,val_scaled_fold_230.csv
RSI_14,1.0503915180757144,1.4022461244406461,3.0,5.0,0.17550596580477423,18.0,8.666666666666666,val_scaled_fold_224.csv
RSI_14_lag_1,1.0074770898906125,1.3731638302871585,4.0,6.0,0.1764460538377297,17.0,9.0,val_scaled_fold_224.csv
RSI_7_lag_1,1.0713922576482908,1.480874798860777,2.0,3.0,0.16234676201301546,24.0,9.666666666666666,val_scaled_fold_224.csv
RSI_7,1.0921344699823716,1.4960310846452831,1.0,2.0,0.1610082912678061,26.0,9.666666666666666,val_scaled_fold_224.csv
RSI_7_lag_3,0.9853977045600486,1.547978759802183,5.0,1.0,0.15243934633867823,27.0,11.0,val_scaled_fold_224.csv
RSI_14_lag_1,0.6659126078592207,1.1463737853546319,5.0,3.0,0.17077135011369332,4.0,4.0,val_scaled_fold_542.csv
RSI_14_lag_3,0.668116619585356,1.2178943512186233,4.0,1.0,0.16971898982369088,11.0,5.333333333333333,val_scaled_fold_542.csv
RSI_14,0.6685522091228225,1.055321619624902,3.0,4.0,0.16969375076658916,13.0,6.666666666666667,val_scaled_fold_542.csv
RSI_14_lag_5,0.6800459840309159,1.1679165961139433,2.0,2.0,0.16529506241853784,24.0,9.333333333333334,val_scaled_fold_542.csv
RSI_7_lag_3,0.5249434107447734,0.9929798485786157,7.0,5.0,0.14676152955124397,33.0,15.0,val_scaled_fold_542.csv
SMA_5,1.0,1.4943050990995173,14.0,6.0,0.18436562507469578,2.0,7.333333333333333,train_scaled_fold_198.csv
TEMA_26,1.0,1.5046761435048799,14.0,4.0,0.18364758643905224,6.0,8.0,train_scaled_fold_198.csv
Low,1.0,1.4859263777540486,14.0,8.0,0.18388793415809657,3.0,8.333333333333334,train_scaled_fold_198.csv
Adj Close,1.0,1.4906477913637757,14.0,7.0,0.18331604868190846,7.0,9.333333333333334,train_scaled_fold_198.csv
BB_Mid_10,0.9999999999999999,1.5604020305892137,32.5,1.0,0.18475225098222275,1.0,11.5,train_scaled_fold_198.csv
RSI_7,1.0101624890629965,1.6920184596933976,4.0,1.0,0.1229627484703852,31.0,12.0,val_scaled_fold_218.csv
BB_Lower_10_2Std,0.6331993616642166,1.2589788789788727,14.0,5.0,0.17374046584971362,17.0,12.0,val_scaled_fold_218.csv
RSI_7_lag_1,0.9897176054527494,1.5891977766697698,7.0,2.0,0.1390864647110738,27.0,12.0,val_scaled_fold_218.csv
RSI_7_lag_3,0.9763911640396168,1.4718887472320443,8.0,4.0,0.15636144585511938,24.0,12.0,val_scaled_fold_218.csv
RSI_14_lag_3,0.8798427753660495,1.2151413819708776,12.0,8.0,0.17127824912864778,19.0,13.0,val_scaled_fold_218.csv
RSI_7_lag_5,0.9397892328363157,1.5161914039620839,6.0,1.0,0.15144100107656142,25.0,10.666666666666666,val_scaled_fold_219.csv
RSI_7_lag_3,0.930399961741613,1.4859167479430153,7.0,2.0,0.1554930924602211,24.0,11.0,val_scaled_fold_219.csv
RSI_7_lag_1,0.9174547005600527,1.335673513505092,9.0,3.0,0.1338282634899423,29.0,13.666666666666666,val_scaled_fold_219.csv
TEMA_26,0.5879369540332005,1.049262531939026,19.0,8.0,0.17894324111612728,17.0,14.666666666666666,val_scaled_fold_219.csv
RSI_7,0.9258640368629137,1.3340588178357151,8.0,4.0,0.11130646459773602,33.0,15.0,val_scaled_fold_219.csv
BB_Mid_10,1.0,1.5427535982108551,13.0,2.0,0.18671177511340353,2.0,5.666666666666667,train_scaled_fold_199.csv
TEMA_26,1.0,1.4854438657720614,13.0,7.0,0.18629768629504437,3.0,7.666666666666667,train_scaled_fold_199.csv
Adj Close,1.0,1.472678567419524,13.0,9.0,0.1851831904789844,6.0,9.333333333333334,train_scaled_fold_199.csv
High,1.0,1.502041334884002,13.0,3.5,0.1843846630578957,13.0,9.833333333333334,train_scaled_fold_199.csv
BB_Lower_20_1.5Std,1.0,1.5013617312630148,13.0,5.0,0.18442940097926525,12.0,10.0,train_scaled_fold_199.csv
BB_Upper_20_2Std,1.088969890131052,2.213610712766427,1.0,1.0,0.17226157600119935,7.0,3.0,val_scaled_fold_225.csv
BB_Upper_20_1.5Std,1.034424925318184,2.0805573093145364,3.0,2.0,0.1721000895759654,10.0,5.0,val_scaled_fold_225.csv
TEMA_26,1.0320463821319898,2.060745599326126,4.0,6.0,0.17272892912547658,5.0,5.0,val_scaled_fold_225.csv
BB_Upper_10_2Std,0.9958947769416847,1.959616249389888,5.0,7.0,0.17289083043315107,4.0,5.333333333333333,val_scaled_fold_225.csv
BB_Upper_10_1.5Std,0.9865087391157059,1.9370927777615674,7.0,9.0,0.17293953818757854,3.0,6.333333333333333,val_scaled_fold_225.csv
OBV,0.6408598787878382,1.2458985270755045,2.0,1.0,0.17450979104859088,22.0,8.333333333333334,val_scaled_fold_543.csv
OBV_lag_1,0.621420681877305,1.1869117270558747,3.0,2.0,0.1730718434364175,23.0,9.333333333333334,val_scaled_fold_543.csv
OBV_lag_3,0.5906761406554077,1.1761085573779648,4.0,3.0,0.1682362496297408,26.0,11.0,val_scaled_fold_543.csv
OBV_lag_5,0.5715954768254602,1.0912639110104372,5.0,4.0,0.16241331259282626,29.0,12.666666666666666,val_scaled_fold_543.csv
Volume,1.4528582907526266,1.0611180912033837,1.0,5.0,0.04019774132709547,35.0,13.666666666666666,val_scaled_fold_543.csv
TEMA_26,0.6291057517074985,1.0989165005132726,14.0,9.0,0.1838907312863554,1.0,8.0,val_scaled_fold_557.csv
SMA_5,0.6039105288339142,1.1027039085521206,16.0,8.0,0.183724230772789,2.0,8.666666666666666,val_scaled_fold_557.csv
BB_Mid_10,0.6483899520467201,1.0498215960591253,12.0,13.0,0.18335034812751944,4.0,9.666666666666666,val_scaled_fold_557.csv
BB_Mid_20,0.6490372614967015,1.1986078460406473,11.0,7.0,0.1810911776961854,12.0,10.0,val_scaled_fold_557.csv
Close_lag_3,0.6396980099653,1.0393241776782478,13.0,14.0,0.181531558755882,9.0,12.0,val_scaled_fold_557.csv
TEMA_12,0.5980720508160933,1.1987118241378227,18.0,3.0,0.18142060359776366,1.0,7.333333333333333,val_scaled_fold_231.csv
SMA_5,0.590075458977096,1.1258205644934447,20.0,4.0,0.18090489938117937,2.0,8.666666666666666,val_scaled_fold_231.csv
BB_Lower_10_2Std,0.7138566043005614,1.2795251812257997,7.0,1.0,0.16837562615486848,24.0,10.666666666666666,val_scaled_fold_231.csv
Adj Close,0.5865939346343374,1.0744408249472701,22.0,8.0,0.17902217200018258,4.0,11.333333333333334,val_scaled_fold_231.csv
BB_Lower_10_1.5Std,0.6797793800215475,1.2420749106523594,10.0,2.0,0.1712185388408967,22.0,11.333333333333334,val_scaled_fold_231.csv
BB_Upper_10_1.5Std,1.0,1.3798412461385707,13.0,11.0,0.18180179993246967,3.0,9.0,train_scaled_fold_628.csv
BB_Mid_20,1.0,1.376538736724667,13.0,12.0,0.1820510786588499,2.0,9.0,train_scaled_fold_628.csv
BB_Mid_10,1.0,1.3737447428132266,13.0,14.0,0.18222561969001613,1.0,9.333333333333334,train_scaled_fold_628.csv
BB_Upper_10_2Std,1.0,1.402852826587561,13.0,10.0,0.18137300765256079,5.0,9.333333333333334,train_scaled_fold_628.csv
BB_Upper_20_2Std,1.0,1.3743624678256832,13.0,13.0,0.1811839125719113,7.0,11.0,train_scaled_fold_628.csv
Low,1.0,1.7809493484975643,12.0,7.0,0.18458027205083377,4.0,7.666666666666667,train_scaled_fold_166.csv
BB_Upper_10_1.5Std,1.0,1.8343841340086524,12.0,3.0,0.18411146197808462,8.0,7.666666666666667,train_scaled_fold_166.csv
Adj Close,1.0,1.772322203111155,12.0,8.0,0.18422979048731616,6.0,8.666666666666666,train_scaled_fold_166.csv
Close_lag_1,1.0,1.711372230123247,12.0,11.0,0.1841847673396741,7.0,10.0,train_scaled_fold_166.csv
TEMA_12,1.0,1.6947284100766724,12.0,12.0,0.18410879186019846,9.0,11.0,train_scaled_fold_166.csv
