stage,fold_id,iter,p,q,rmse,is_best_so_far
BO,347,48,2,5,0.0108612141441385,False
BO,347,49,3,2,0.0108923813396908,False
BO,347,50,3,2,0.0108923813396908,False
BO,347,51,2,4,0.0108845119680077,False
BO,347,52,3,2,0.0108923813396908,False
BO,347,53,4,5,0.0108821876014832,False
BO,347,54,6,4,0.0108388852978431,False
BO,347,55,1,6,0.0108397113316064,False
BO,444,1,6,6,0.0188519272259214,True
BO,444,2,3,6,0.0188952366249177,False
BO,444,3,5,4,0.0189117159655862,False
BO,444,4,3,5,0.0189136052549697,False
BO,444,5,4,6,0.0189277761401075,False
BO,444,6,6,2,0.0189392478954195,False
BO,444,7,6,5,0.0189507627734763,False
BO,444,8,4,2,0.0189711042702852,False
BO,444,9,4,3,0.0189801853130649,False
BO,444,10,2,5,0.0189429777645025,False
BO,444,11,1,5,0.0189431833759172,False
BO,444,12,7,1,0.0189127531351136,False
BO,444,13,7,5,0.0188166280336069,True
BO,444,14,5,1,0.0189497058018877,False
BO,444,15,1,4,0.0190398355086176,False
BO,444,16,7,7,0.0189852068118185,False
BO,444,17,6,2,0.0189392478954195,False
BO,444,18,5,7,0.0188937022250316,False
BO,444,19,5,6,0.019041734253269,False
BO,444,20,2,3,0.0190523365331416,False
BO,444,21,3,3,0.0190593949197873,False
BO,444,22,2,7,0.0189226582514747,False
BO,444,23,3,4,0.0189585298804709,False
BO,444,24,2,2,0.0190044501705696,False
BO,444,25,7,3,0.0189179454238502,False
BO,444,26,7,5,0.0188166280336069,True
BO,444,27,4,4,0.0189559974401926,False
BO,444,28,3,7,0.0188981110787244,False
BO,444,29,5,5,0.018991064816691,False
BO,444,30,7,6,0.0188239768937644,False
BO,444,31,7,4,0.0189063859101061,False
BO,444,32,6,3,0.0189305285995197,False
BO,444,33,4,7,0.018893603644903,False
BO,444,34,5,3,0.0189665346650431,False
BO,444,35,4,2,0.0189711042702852,False
BO,444,36,4,1,0.018974726956353,False
BO,444,37,5,3,0.0189665346650431,False
BO,444,38,4,2,0.0189711042702852,False
BO,444,39,5,4,0.0189117159655862,False
BO,444,40,2,3,0.0190523365331416,False
BO,444,41,1,5,0.0189431833759172,False
BO,444,42,2,6,0.0189613854239842,False
BO,444,43,2,2,0.0190044501705696,False
BO,444,44,5,1,0.0189497058018877,False
BO,444,45,1,7,0.0189551645589225,False
BO,444,46,5,5,0.018991064816691,False
BO,444,47,2,2,0.0190044501705696,False
BO,444,48,1,4,0.0190398355086176,False
BO,444,49,5,2,0.0189411792947169,False
BO,444,50,5,2,0.0189411792947169,False
BO,444,51,3,3,0.0190593949197873,False
BO,444,52,4,2,0.0189711042702852,False
BO,444,53,5,2,0.0189411792947169,False
BO,444,54,2,5,0.0189429777645025,False
BO,444,55,2,4,0.0190505949484042,False
BO,584,1,3,6,0.0533122896460522,True
BO,584,2,3,5,0.053374793619438,False
BO,584,3,6,3,0.053424335038428,False
BO,584,4,6,6,0.0534798161572601,False
BO,584,5,5,3,0.0534802293626631,False
BO,584,6,6,2,0.0536380713485501,False
BO,584,7,6,5,0.0535326380841261,False
BO,584,8,4,2,0.0536677486501351,False
BO,584,9,4,3,0.0536079735342542,False
BO,584,10,2,5,0.0535064387105887,False
BO,584,11,1,5,0.0534994767731683,False
BO,584,12,7,1,0.0535882516894924,False
BO,584,13,7,5,0.0538022441954644,False
BO,584,14,5,1,0.0536373638562748,False
BO,584,15,1,4,0.0536599401205968,False
BO,584,16,4,6,0.0536215631288802,False
BO,584,17,3,7,0.0532677347727707,True
BO,584,18,3,1,0.0536609680113075,False
BO,584,19,1,2,0.053635309395526,False
BO,584,20,2,6,0.0535059964842909,False
BO,584,21,5,2,0.0536922204727442,False
BO,584,22,7,2,0.0535865764941944,False
BO,584,23,6,1,0.053639478108255,False
BO,584,24,1,6,0.0534890046124457,False
BO,584,25,2,5,0.0535064387105887,False
BO,584,26,5,6,0.0535302145397975,False
BO,584,27,5,2,0.0536922204727442,False
BO,584,28,7,3,0.0534631275287929,False
BO,584,29,1,7,0.0533327322737891,False
BO,584,30,6,4,0.0536358390781089,False
BO,584,31,7,1,0.0535882516894924,False
BO,584,32,6,7,0.05324310970257,True
BO,584,33,2,7,0.0532913160338085,False
BO,584,34,5,7,0.0533413128491423,False
BO,584,35,7,7,0.0532655785260989,False
BO,584,36,4,7,0.0532771968068495,False
BO,584,37,4,5,0.0536477673069718,False
BO,584,38,1,1,0.0536360383035233,False
BO,584,39,3,4,0.0536561877817167,False
BO,584,40,6,5,0.0535326380841261,False
BO,584,41,5,2,0.0536922204727442,False
BO,584,42,2,4,0.0536558428897134,False
BO,584,43,2,4,0.0536558428897134,False
BO,584,44,4,5,0.0536477673069718,False
BO,584,45,3,2,0.0535868862371392,False
BO,584,46,2,4,0.0536558428897134,False
BO,584,47,4,4,0.0536352306600904,False
BO,584,48,2,5,0.0535064387105887,False
BO,584,49,5,2,0.0536922204727442,False
BO,584,50,6,4,0.0536358390781089,False
BO,584,51,5,4,0.0536863289104281,False
BO,584,52,6,6,0.0534798161572601,False
BO,584,53,2,2,0.0536361189443262,False
BO,584,54,6,1,0.053639478108255,False
BO,584,55,7,5,0.0538022441954644,False
BO,634,1,6,5,0.025383628958860725,True
BO,634,2,3,6,0.02560051205624548,False
BO,634,3,6,3,0.025608106726405577,False
BO,634,4,6,2,0.025610043375713022,False
BO,634,5,6,4,0.025642682781600794,False
BO,634,6,6,2,0.025610043375713022,False
BO,634,7,6,5,0.025383628958860725,True
BO,634,8,4,2,0.025734070326543592,False
BO,634,9,4,3,0.025729310096450717,False
BO,634,10,2,5,0.02574098721598246,False
BO,634,11,1,5,0.02573055627127378,False
BO,634,12,7,1,0.025689763794776468,False
BO,634,13,7,5,0.026689039251170023,False
BO,634,14,5,1,0.025744444487675527,False
BO,634,15,1,4,0.025749399774104564,False
BO,634,16,5,7,0.026306680127659736,False
BO,634,17,3,1,0.02574441483222134,False
BO,634,18,2,1,0.02576384783413819,False
BO,634,19,4,7,0.02591688941370089,False
BO,634,20,1,1,0.025745055848514255,False
BO,634,21,5,4,0.02572555576032858,False
BO,634,22,5,5,0.025738226129186182,False
BO,634,23,6,7,0.026297049015076714,False
BO,634,24,3,4,0.025725942049204323,False
BO,634,25,2,7,0.025729325340520148,False
BO,634,26,3,7,0.025655077638117803,False
BO,634,27,1,7,0.025793935204176423,False
BO,634,28,6,6,0.025970972740387968,False
BO,634,29,3,5,0.025680427721713524,False
BO,634,30,2,3,0.025766647552907283,False
BO,634,31,4,5,0.02581724765733222,False
BO,634,32,7,6,0.02672571641425399,False
BO,634,33,6,1,0.02566909792242232,False
BO,634,34,4,4,0.025669977666149587,False
BO,634,35,7,2,0.025614444844862933,False
BO,634,36,7,7,0.026076939920072074,False
BO,634,37,1,3,0.025757530950570057,False
BO,634,38,5,2,0.0257338485770032,False
BO,634,39,2,4,0.02572028826500201,False
BO,634,40,4,1,0.025743087598896968,False
BO,634,41,6,4,0.025642682781600794,False
BO,634,42,7,5,0.026689039251170023,False
BO,634,43,3,3,0.02576732158886115,False
BO,634,44,1,3,0.025757530950570057,False
BO,634,45,3,7,0.025655077638117803,False
BO,634,46,4,4,0.025669977666149587,False
BO,634,47,3,6,0.02560051205624548,False
BO,634,48,2,5,0.02574098721598246,False
BO,634,49,3,2,0.025745270732237167,False
BO,634,50,3,2,0.025745270732237167,False
BO,634,51,2,4,0.02572028826500201,False
BO,634,52,3,2,0.025745270732237167,False
BO,634,53,4,5,0.02581724765733222,False
BO,634,54,3,7,0.025655077638117803,False
BO,634,55,7,4,0.026169162756946335,False
