fold_id,ticker,retrain_interval,stage,iter,window,units,learning_rate,epochs,threshold,sharpe,mdd,raw_sharpe,raw_mdd,turnover,penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,117,28,53,0.002896828,31,0.7406389472742559,8.720310181522228,0.0007,8.720310181522228,0.0007,3,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,118,38,40,0.008416548,58,0.535168736,11.884010995716128,0.0007,11.884010995716128,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,119,19,96,0.002028509,15,0.5209568452622252,11.066097778358198,0.0007,11.066097778358198,0.0007,3,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,120,35,47,0.006970359,24,0.6740965388630431,9.727598927139931,0,9.727598927139931,0,1,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,1,36,96,0.004126221,35,0.6428933071306714,10.583634436839379,0.0007,10.583634436839379,0.0007,3,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,2,19,80,0.007967878,38,0.6220130003658207,10.636749002887207,0.0007,10.636749002887207,0.0007,2,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,3,24,55,0.001631397,73,0.7977285050676578,7.559917131838323,0,7.559917131838323,0,1,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,4,19,51,0.00324231,65,0.6209188910529243,9.623079042100985,0.0007,9.623079042100985,0.0007,2,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,5,16,64,0.002537294,20,0.7156919171451531,10.716218819567478,0,10.716218819567478,0,1,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,6,19,36,0.008451302,16,0.5393419491853859,10.716218819567478,0,10.716218819567478,0,1,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,7,23,44,0.002428903,72,0.8540760327935867,6.098493451,0.0007,6.098493451,0.0007,2,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,20,RS,8,19,67,0.007207231,69,0.7163210465302277,7.2362746450804805,0.0007,7.2362746450804805,0.0007,4,0.004471482,,,,,,,,,,,,,,,,,,,,,,,,,,,
